source,target,sign
MAPK14,ZFP36,1
HES5,ATOH1,-1
ATOH1,HES5,1
MAPKAPK2,ZFP36,1
JAG2,NOTCH1,1
DLL1,NOTCH1,1
SIX1,LFNG,1
SIX1,OTX2,1
SIX1,HMX3,1
SIX1,DLX5,-1
SIX1,OTX1,1
SIX1,DACH1,1
SIX1,DACH2,-1
MYO7A,PCDH15,1
PCDH15,MYO7A,1
GABPA,TXNRD1,1
GABPA,TXN,1
MAPK3,GABPA,1
MAPK1,GABPA,1
TUB,MAPK1,1
TUB,MAPK3,1
PROX1,GFI1,-1
GFI1,CDKN1C,1
KEAP1,GABPA,-1
PROX1,ATOH1,-1
GATA3,FGF10,1
IGF2BP1,BTRC,1
PAX3,DACH2,1
DACH2,PAX3,1
NFAT5,AKR1B1,1
FOXI1,PAX8,1
FGF3,FOXI1,1
NFAT5,SLC6A12,1
AKT1,CHUK,1
NFAT5,SLC5A3,1
CHUK,NFKB1,1
PIK3R1,AKT1,1
CDC73,CPSF3,1
SYMPK,CSTF1,1
CDK1,RRM2,1
CASP3,ACIN1,1
CDKN1A,CDK1,-1
TP53,PRC1,-1
TP53,ATF3,1
TERF2,ATM,-1
MYCN,MCM6,1
MDM2,RRM2B,-1
ATR,XPA,1
MYCN,MCM4,1
MYCN,MCM5,1
MYCN,MCM2,1
MYCN,MCM3,1
E2F1,CDCA4,1
KLF2,CXCR4,-1
IGF1,IGF1R,1
CCL2,MMP14,1
MMP14,MMP2,1
ABL1,TP73,1
PRKDC,ABL1,1
MYCN,MCM7,1
MYCN,MCM8,1
ARNTL,CRY2,1
CRY2,ARNTL,-1
ARNTL,CRY1,1
CRY1,ARNTL,-1
NPAS2,PER2,1
NPAS2,PER1,1
ATAD2,ESR1,1
ATAD2,E2F1,1
USP28,CLSPN,1
PRKN,CCNE1,1
PCNA,POLI,1
PRKN,SEPTIN5,-1
PCNA,POLH,1
MYCN,TP53,1
ATAD2,MYC,1
ATAD2,AR,1
USP7,MDM2,1
USP7,MDM4,1
RELA,PTEN,-1
E2F4,RBL1,-1
RBL2,E2F5,1
RBL2,E2F4,1
MDC1,TP53BP1,1
RNF8,H2AC20,1
MDC1,RNF8,1
PRKN,RANBP2,-1
PRKN,PUF60,-1
PRKN,SNCAIP,1
DCLRE1C,XRCC4,1
PRKN,CTNNB1,1
PRKN,JUN,-1
PRKN,HSPA1B,-1
PRKN,ATXN2,-1
BACE2,APP,1
PRKN,SNCA,1
BACE1,APP,1
XRCC4,PNKP,1
TP53BP1,HDAC4,1
ADAM10,APP,1
PREX2,PTEN,-1
PINK1,TRAP1,1
PTPRD,STAT3,-1
XRCC1,PNKP,1
PEBP1,RAF1,1
USP28,FBXW7,-1
CDK2,MYC,1
HBP1,MYC,-1
RPL11,TRRAP,-1
TRRAP,MYC,1
MYC,JAG2,1
FBXW7,MYC,1
PAK1,PXN,1
CASP3,PRKDC,1
CASP3,GSN,1
SMG1,UPF1,1
ATM,USP28,1
MAP2K4,MAPK8,1
ULK1,ATG13,1
ULK1,RB1CC1,1
MTOR,ATG13,-1
SH3GLB1,UVRAG,1
ATG13,RB1CC1,1
MTOR,ULK2,-1
BECN1,PIK3R4,1
TIAM1,RAC1,1
HRAS,TIAM1,1
ATG10,ATG12,1
MTOR,RPTOR,1
AKT1,AKT1S1,-1
DAPK1,CAMKK2,-1
DAPK1,MAPK6,-1
UVRAG,PIK3R4,1
ULK2,ATG13,1
UVRAG,BECN1,1
AKT1S1,RPTOR,-1
MTOR,AKT1S1,-1
ULK2,RB1CC1,1
MCL1,BAD,1
ATG10,ATG5,1
ATG7,ATG3,1
HRAS,PLCE1,1
MAPK14,MAPKAPK5,1
MAPKAPK5,TP53,1
ATG5,ATG16L1,1
TP53,MCL1,1
BNIP3,BCL2,-1
BNIP3,BCL2L1,-1
SPNS1,BCL2,-1
SPNS1,BCL2L1,-1
ATG4B,MAP1LC3B,1
CALM1,DAPK1,1
DAPK1,MCM3,1
SH3GLB1,PIK3C3,1
CAPN1,BCL2,-1
CAPN2,BCL2,-1
CAPN1,BCL2L1,-1
CAPN2,BID,1
CAPN1,BID,1
CASP3,EIF4EBP1,-1
CASP3,SPTAN1,1
CASP3,EIF4G1,1
CASP3,BCAR1,1
CASP3,EIF4G2,1
CASP3,EIF4G3,1
CASP3,BCL2,-1
CASP2,CYCS,1
CASP2,DIABLO,1
CASP6,NUMA1,1
CASP6,VIM,1
CAPN2,BCL2L1,-1
CASP2,AIFM1,1
CASP2,RIPK1,1
CASP10,RIPK1,-1
CASP10,BID,1
TOPBP1,ATR,1
SGK1,KCNQ4,1
POU4F3,BDNF,1
ATOH1,POU4F3,1
POU4F3,GFI1,1
MYO15A,WHRN,1
SOX2,ATOH1,1
ATOH1,BARHL1,1
ADGRV1,ADCY6,-1
ID3,ATOH1,-1
ID2,ATOH1,-1
NOTCH1,PAX8,1
ID1,ATOH1,-1
KCNE1,KCNQ4,1
NOTCH1,FOXI2,-1
WNT1,FOXI2,-1
E2F1,BRCA1,1
TIRAP,MYD88,1
SIX1,PAX2,1
SIX1,EYA1,-1
FOXI1,SIX1,1
PDPK1,PRKCG,1
PDK1,PRKCG,1
JAG1,CDKN1B,1
E2F1,EZH2,1
E2F2,CCNB1,1
WNT1,JAG1,1
WNT1,NOTCH1,1
NOTCH1,WNT1,1
NOTCH1,ATOH1,-1
WNT1,DLX5,1
POU4F3,NTF3,1
NOTCH1,HES5,1
NOTCH1,SOX2,1
NOTCH1,BMP4,1
MYC,NME1,1
RALB,RALBP1,1
RALGDS,RALA,1
RALBP1,CDC42,1
RALBP1,RAC1,1
WNT1,GBX2,1
WNT1,PAX2,1
WNT1,PAX8,1
WNT1,HES1,1
JAG1,NOTCH1,1
NOTCH1,HES1,1
WNT1,SOX9,1
KIT,GRB2,1
SIX1,BMP4,1
SIX1,FGF10,1
SIX1,FGF3,1
EYA1,FGF3,1
KCNQ4,SLC26A5,1
PRKACG,KCNQ4,1
SIX1,GATA3,1
IKBKE,IRF7,1
ERBB2,GRB2,1
E2F1,PCNA,1
AKT2,CDKN1A,1
AKT1,CDKN1B,1
VDR,CASP3,1
RAD18,RAD51C,1
PRKCG,RAF1,1
SFRP1,WNT4,1
SFRP2,WNT1,-1
MAB21L1,FOXE3,1
PAX6,CDH2,1
PAX6,SHROOM3,1
SFRP1,WNT2,-1
SFRP1,WNT1,1
PKNOX1,PAX6,1
PAX6,SFRP2,1
PAX6,SFRP1,1
PAX6,FN1,1
PAX6,MAB21L1,1
BIRC2,CASP3,-1
CASP2,BID,1
CASP3,CASP2,1
BBC3,MCL1,-1
BBC3,MCL1,-1
MCL1,BAK1,-1
BIRC6,CASP9,-1
PMAIP1,GMCL1,-1
MCL1,BCL2L11,-1
CDH1,ARPC1B,1
MTOR,ULK1,-1
RHEB,MTOR,1
TSC2,RHEB,1
TSC2,TSC1,1
ATG7,MAP1LC3B,1
RHOA,DIAPH1,1
AKT1,TSC2,-1
PMAIP1,MCL1,-1
RHOA,ROCK2,1
ATG7,ATG10,1
ATG7,ATG12,1
ATG12,ATG5,1
ATG3,MAP1LC3B,1
CAMKK2,PRKAG1,1
FOXO1,NOXA1,1
E2F6,RBBP8,-1
CASP3,NUMA1,1
BCL2L2,BIK,-1
DYNLL1,BCL2L11,-1
CFLAR,CASP10,-1
CASP7,VIM,1
CASP7,TNFRSF1A,1
CASP7,ITGB4,1
CASP3,VIM,1
CASP8,CASP3,1
CASP10,CASP3,1
CASP3,PXN,-1
PPP1CA,BAD,1
CASP3,PTK2,-1
BCL2L11,BCL2A1,-1
BCL2L1,APAF1,1
BCL2L11,VDAC1,1
BCL2L1,VDAC1,-1
BAK1,VDAC1,1
BAX,VDAC1,1
DAPK1,TP53,1
DAPK3,RPL13A,1
CDKN2A,BCL2L1,-1
CDKN2A,BCL2L1,-1
SMAD2,DAPK1,1
UNC5B,PPP2R3B,1
RHEB,MLST8,1
ATG101,ATG13,1
PMAIP1,BAX,1
PRKCI,BAD,-1
MAPK8,BCL2,1
DAPK1,PRKD1,1
MIB1,DAPK1,-1
DAPK1,BECN1,1
DAPK1,STX1A,-1
DAPK1,RPS6,-1
BBC3,BCL2A1,-1
BBC3,BCL2A1,-1
BBC3,BAX,1
BBC3,BAX,1
HRK,BCL2L1,-1
HRK,BCL2,-1
RHEB,FKBP8,-1
FKBP8,MTOR,-1
PMAIP1,BCL2A1,-1
PRKCZ,FADD,1
PIDD1,CASP2,1
PIDD1,IKBKG,1
RPS6KA3,RPTOR,1
FAS,CASP8AP2,1
RPS6KA1,RPTOR,1
CASP8AP2,CASP8,1
MAP2K1,MAPK3,1
MAPK3,RPS6KA3,1
MAPK1,RPS6KA1,1
DAPK3,MYL9,1
MAPK1,RPS6KA3,1
MAPK1,DAPK1,1
SRC,DAPK1,-1
PTPRF,DAPK1,1
DAPK1,DAPK3,1
DAPK1,TSC2,1
MAPK3,DAPK1,1
HSP90AA1,DAPK1,1
NEO1,DAPK1,1
RRAS,RAF1,1
UNC5B,DAPK1,1
RPS6KA1,DAPK1,-1
RPS6KA3,DAPK1,-1
RAF1,MAP2K1,1
GSN,ACTG1,1
DAPK3,NR3C1,1
DAPK3,PPP1R14A,1
DAPK3,PPP1R12A,-1
CTNNB1,DAPK2,-1
DAPK3,AR,1
ROCK1,DAPK3,1
PPP1R14A,PPP1CA,-1
DAPK1,TLN1,-1
TLN1,ITGB1,1
DAPK1,ITGA3,-1
DAPK1,CDKN2A,1
DAPK1,CDKN2A,1
SMAD4,DAPK1,1
SMAD3,DAPK1,1
STAT3,WNT5A,1
ATM,MDC1,1
TP53,AIFM2,1
TP53,ANLN,-1
TP53,ABCB1,1
TP53,ACTA2,1
TP53,ARID3A,1
TP53,ADGRB1,1
TP53,APC,1
ELAVL1,SIRT1,1
CHEK2,ELAVL1,1
E2F3,CCNB1,1
CHEK1,WEE1,1
E2F1,EED,1
WNT5A,FZD2,1
PUF60,MYC,-1
PUF60,FUBP1,-1
AKT1,CDKN1A,1
FUBP1,MYC,1
CDKN1A,E2F1,-1
E2F3,CDKN2A,1
E2F3,CDKN2A,1
E2F4,CLSPN,-1
E2F2,CDKN2A,1
E2F2,CDKN2A,1
E2F1,CDT1,1
E2F1,CDKN2A,1
E2F1,CDKN2A,1
E2F2,PCNA,1
E2F6,BRCA1,-1
E2F6,CBX5,-1
UBE2T,FANCI,1
TP53,DNMT1,-1
SUMO1,PML,1
UBE2T,FANCD2,1
TP53,EGFR,1
MAPKAPK2,CDC25A,-1
TP53,EPHA2,1
CHEK1,CDC25B,-1
TP53,EDN2,1
MAPKAPK2,CDC25C,-1
TP53,EEF1A1,1
MAPKAPK2,CDC25B,-1
TP53,HTT,1
TP53,GPX1,1
TP53,GML,1
TP53,FANCC,1
TP53,HGF,1
ATM,SLX4,1
STAT1,FAS,1
STAT1,CDKN1A,1
NFE2L2,PRDX1,1
ATM,BID,1
KDM2B,PRDX4,1
KDM2B,NQO1,1
ATR,RBBP8,1
ATR,FANCI,1
E2F1,APAF1,1
CDK1,E2F1,1
E2F2,EED,1
MTOR,EIF4EBP3,1
MTOR,EIF4EBP2,1
MAPKAPK2,TSC1,-1
TP53,BDKRB2,1
TP53,BID,1
MAP3K8,MAP3K14,1
IKBKB,TSC1,-1
TP53,BCL2L14,1
MAP3K8,MAP2K4,1
AKT1,RICTOR,-1
EIF4EBP2,EIF4E,-1
EIF4EBP1,EIF4E,-1
MTOR,EIF4EBP1,1
EIF4EBP3,EIF4E,1
TP53,CCNK,1
BCL10,IKBKG,1
TP53,CASP6,1
TP53,CASP10,1
TP53,CASP1,1
MAP3K14,IKBKB,1
TP53,RGCC,1
TP53,BNIP3L,1
TP53,BIRC5,-1
TNIP1,IKBKG,1
E2F2,EZH2,1
E2F4,CDT1,1
E2F1,DBF4,1
CCNA2,E2F1,1
IL22,IL10RB,1
TP53,CD82,1
EPO,EPOR,1
TP53,CDC25C,-1
MAPKAPK2,TSC2,1
TP53,CHMP4C,1
TP53,COL18A1,1
JAK2,STAT3,1
TP53,DKK1,1
TP53,DDR1,1
KSR2,MAP3K8,-1
CHEK2,TP53,1
NFKB1,MAP3K8,-1
TP53,CTSD,1
ATM,STK11,1
TP53,CRYZ,-1
TP53,DDIT4,1
HIPK2,TP53,1
TP53,CX3CL1,1
ATM,HIPK2,1
ATM,PPP2R5D,1
ATM,PPP2R5C,1
CASP1,GAPDH,-1
CXCL16,CXCR6,1
CASP1,IL37,1
CASP1,CASP7,1
GTF2I,CCND1,1
KLKB1,PRKAG1,1
CASP1,IL33,1
CCL3L1,CCR5,1
ASF1A,CHAF1B,1
TNFSF10,TNFRSF10C,1
MAP3K7,IKBKB,1
STK11,PRKAG1,1
ASF1B,CHAF1B,1
TNFRSF10A,TNFRSF10B,1
KAT8,H4-16,1
PARP1,SUPT16H,1
TNFRSF10A,RIPK1,1
TNFRSF10B,RIPK1,1
NMI,STAT1,1
KRT18,TRADD,-1
MYC,PMAIP1,1
ATM,ABL1,1
TNFRSF10A,TRADD,1
TNFRSF10B,TRADD,1
TRAF2,BIRC2,1
IRF1,ISG20,1
PRKDC,UPF1,1
STAT1,SOCS1,1
IL10,IL10RA,1
NLRP1,CASP5,1
CASP1,FGF2,1
CASP1,PYCARD,-1
CARD18,CASP1,-1
IRF1,NOS2,1
ISG15,JAK1,1
CARD16,CASP1,-1
JAK1,IRS1,1
CASP1,IL1A,1
JAK1,IRS2,1
CASP1,SREBF2,1
INSR,IRS2,1
ATF2,MMP2,1
E2F1,TP53INP1,1
TP53,FDXR,1
STAT1,CDKN1B,1
CASP1,ENO1,-1
TRAF2,MAP3K14,1
ABL1,STAT1,1
IFIH1,MAVS,1
TP53,TIGAR,1
CASP1,TPI1,-1
TP73,TP53INP1,1
NOD2,MAP3K14,1
PRKDC,CASP2,1
ABL1,TOP1,1
PIDD1,PRKDC,1
STAT1,MYC,1
ANO9,STAT1,1
STAT1,IRF1,1
CASP1,ALDOA,-1
EIF2AK2,STAT1,1
TICAM1,RIPK1,1
TICAM1,TBK1,1
TICAM1,IKBKE,1
IFNG,IFNGR1,1
IRF7,IFNB1,1
IRF3,IFIT1,1
IRF3,CCL5,1
DAPK1,TPM1,1
MAP1B,DAPK1,1
DAPK1,MAP1B,1
ATM,SMC3,1
E2F1,DAPK2,1
EPO,DAPK2,1
DAPK3,CDKN1A,1
ZDHHC9,HRAS,1
ZDHHC9,NRAS,1
KLF6,DAPK2,1
IGF2,IGF2R,1
FLT3LG,FLT3,1
KITLG,KIT,1
IGF2,IGF1R,1
ATM,STRAP,1
SMG1,TP53,1
CHEK2,STRAP,1
TLR4,TIRAP,1
KAT2B,H3C8,1
TLR4,TICAM2,1
TICAM2,TICAM1,1
TRAF6,MAP3K7,1
TICAM1,TRAF6,1
TLR3,TICAM1,1
MYD88,IRAK4,1
ATG14,BECN1,1
SIRT2,FOXO1,1
FOXO1,ATG7,1
RUBCN,BECN1,-1
CARD8,CASP9,-1
CARD8,APAF1,-1
SERPINB9,CASP1,-1
CASP1,CARD8,-1
DAPK3,MYL12A,1
DAPK1,MYL12A,1
ROCK1,MYL12A,1
TP53,BCL2,-1
MTOR,DAP,1
CFLAR,ATG3,-1
DAPK3,MYL5,1
RPS6KA3,BAD,-1
CASP3,EIF2S2,-1
RPS6KB1,RPS6,1
DAPK1,BCL2,-1
CDK1,BIRC5,1
CASP3,EIF2S3,-1
TP53,TYRP1,1
GAPDH,RHEB,-1
TP53,UBD,-1
USP3,H2AZ1,1
TP53,VCAN,1
TP53,VDR,1
TP53,TRIAP1,1
TP53,TRIM22,1
TP53,TSC2,1
TP53,TRPM2,-1
AKT1,ITPR1,-1
GAPDH,APEX1,1
CAMKK1,CRMP1,1
GAPDH,POU2F1,1
POU2F1,H2BC11,1
SFPQ,NONO,1
NONO,TOP1,1
APLF,PARP1,1
ATM,TRIM28,1
CHEK1,RAD51,1
NOS1,NFKBIA,-1
GSK3B,GYS1,-1
PPP1R3A,GYS1,1
GSK3B,AXIN1,1
CSNK1A1,PRKN,-1
E2F7,SP1,-1
GSK3B,LRP6,1
USP1,FANCD2,1
MAPK8,YWHAZ,-1
BCL2,BECN1,-1
CHEK2,CDC25A,-1
PLK1,WEE1,1
ATM,HMGA2,1
AKT1,NOS3,1
ATM,HMGA1,1
CDK5,PRKN,1
CSNK1A1,CTNNB1,1
CSNK1A1,CDC25A,-1
CHEK1,TP53,1
TP53,PLAGL1,1
E2F1,CASP3,1
TP53,ODC1,1
TP53,NOS3,-1
TP53,PERP,1
TP53,P2RX6,1
PPARG,KMT5A,1
TP53,MMP2,1
E2F1,XPC,1
TP53,MET,1
TP53,NLRC4,1
TP53,NDRG1,1
TLX1,ALDH1A1,1
ATR,E2F1,1
YWHAQ,E2F1,1
E2F1,YWHAQ,1
E2F1,DDB2,1
ATM,MDM2,1
DDX17,ESR1,1
DDX17,MDM2,1
TP53,RB1,1
TP53,RABGGTA,1
TP53,PYCARD,1
TP53,PTEN,1
TP53,PRKAB1,1
SGK1,FOXO3,1
TP53,PRDM1,1
TP53,PPM1J,1
AKT1,FOXO1,1
PLK3,TP53,1
E2F1,CCNB1,1
E2F1,CASP7,1
TP53,SERPINE1,1
TP53,SERPINB5,1
TP53,SFN,1
TP53,SESN1,1
TP53,RPS27L,1
TP53,COP1,1
TP53,S100A2,1
TP53,SCN3B,1
TP53,SCD,-1
TP53,TP73,1
GSK3B,CCND1,1
TP53,STEAP3,1
TP53,SLC38A2,-1
TP53,SH2D1A,1
TP53,TNFRSF10C,1
TP53,TNFRSF10A,1
TP53,TGFA,1
TP53,TAP1,1
AXIN1,MYC,1
GSK3B,MYC,1
IKBKB,IKBKG,-1
CHEK1,CDC25A,1
RPS6KA5,H2AZ1,-1
TAF1,BCL2L11,1
CREBBP,ASAH2B,1
KAT7,H4-16,1
KAT7,H3C8,1
CASP8,CASP6,1
GTF3C4,H3C8,1
NCOA1,H4-16,1
NCOA1,H3C8,1
CDK1,CSNK2B,1
MDM2,JMY,1
NCOA3,H3C8,1
DYRK2,TP53,1
TBK1,IRF7,1
RUNX1,IER3,1
MAVS,TBK1,1
NCOA2,H3C8,1
NCOA3,H4-16,1
TLR5,MYD88,1
KDM3B,H3C8,-1
RIPK2,BCL10,1
KDM3A,H3C8,1
CLOCK,H3C8,1
NCOA2,H4-16,1
KDM4C,H3C8,-1
KDM4B,H3C8,-1
KDM4A,BCL2L11,-1
ATR,RFWD3,1
TNFRSF10A,FADD,1
BAK1,AIFM1,1
HIF1A,TP53,1
CSNK2B,TP53,1
ABL1,WASL,1
APIP,APAF1,-1
ESCO1,KDM1A,1
TNFAIP3,IKBKG,-1
ABL1,YTHDC1,1
CASP1,IL1B,1
ABL1,ZDHHC16,1
XPC,DDB1,1
CASP1,IL18,1
ESCO1,RAD21,1
ABL2,WASL,1
ABL1,WRN,1
CAPNS1,CAPN2,1
XRCC5,DDB2,1
PIK3R4,PIK3C3,1
KMT2B,RELB,1
KMT2D,RELB,1
KMT2B,H3C8,1
KMT2D,H3C8,1
CARM1,RELB,1
BID,BAK1,1
BID,BAX,1
ATM,PLK1,-1
DIABLO,XIAP,1
PRMT6,THBS1,-1
ATR,PLK1,-1
WEE1,CDK1,-1
KMT5B,H4-16,1
XRCC5,ATRIP,1
KMT2A,RELB,1
PPM1A,PRKAG1,-1
MBD1,SETDB1,1
MAPKAPK2,HSPB1,1
E2F1,HIC1,1
SMARCA4,HIC1,1
RNF8,RNF168,1
SOCS3,TRAF6,-1
SOCS3,MAPK8IP1,-1
MAP2K2,MAPK3,1
MAPK8,BMF,1
MAPK8,IRS1,1
MAPK8,MAPK8IP1,1
CASP5,IL18,1
CASP5,IL1B,1
MAPK8,BAX,1
MAP2K1,MAPK1,1
AKT1,TBC1D1,-1
AKT1,TBC1D4,-1
PPM1D,ATM,-1
PARP1,XRCC1,1
PARP1,APTX,1
HSP90AA1,SMYD2,1
SMYD2,TP53,-1
SETD1A,BCL2L11,1
CXCL9,CXCR3,1
SETD2,H3C8,1
CCL5,CCR5,1
CCL8,CCR5,1
SMYD2,H3C8,1
CCL4,CCR5,1
IL6,IL6ST,1
SETDB2,H3C8,1
MAVS,IKBKB,1
KMT2E,H3C8,1
PARP1,H1-1,1
RIOX1,SP7,-1
FKBP8,BCL2L1,1
FKBP8,BCL2,1
TP53,RECQL4,-1
MYC,RIOX2,1
GSK3A,BCL3,1
CTBP1,ELK3,-1
SETD7,H3C8,1
PPM1D,CHEK2,1
PRDM2,H3C8,-1
DOT1L,H3C8,1
KMT5A,H4-16,-1
DIABLO,BIRC2,1
ATG16L1,CLTC,1
DIABLO,BIRC3,1
CASP3,ATG4D,1
FADD,ATG5,1
ATG4D,GABARAPL1,1
DIABLO,BIRC5,-1
FADD,RIPK1,1
EGR1,TOPBP1,1
E2F1,PPM1D,1
E2F1,MAP3K5,1
HTRA2,BIRC6,-1
HTRA2,BIRC3,-1
HTRA2,BIRC2,-1
ATG4B,GABARAPL1,1
HTRA2,XIAP,-1
ATG4B,GABARAP,1
BIRC6,DIABLO,-1
CASP7,DFFA,1
BNIP3L,GABARAPL1,1
ATG4A,GABARAPL2,1
CASP3,IKBKB,-1
CASP3,RELA,-1
CASP3,EIF4B,1
ATG4B,GABARAPL2,1
ATM,IKBKG,1
BIRC2,CASP7,-1
BIRC3,CASP7,-1
ATM,H2AX,1
H2AX,MDC1,1
CASP3,CTNNB1,1
CASP3,EIF2A,-1
BIRC5,CASP9,-1
CASP3,GORASP1,1
PRKN,VDAC1,-1
EGFR,GRB2,1
CASP3,ROCK1,1
TRAF6,TAB2,1
TAB1,MAP3K7,1
BIRC3,CASP9,-1
BIRC6,CASP3,-1
PINK1,BECN1,1
WDFY3,ATG12,1
CASP3,CASP7,1
TAB2,MAP3K7,1
MAP3K5,DAXX,1
FAS,DAXX,1
WDFY3,SQSTM1,1
BCL2L2,BAK1,-1
CASP7,PARP1,-1
CASP3,DFFA,1
EGF,EGFR,1
BCL2L2,BAX,-1
VMP1,BECN1,1
TRAF2,MAP3K5,1
BIRC6,CASP7,-1
RPS6KA3,TSC2,-1
RPS6KA1,TSC2,-1
MAPK3,TSC2,-1
ATG7,ATG5,1
PRKACA,MAP1LC3B,-1
IL1A,IL1R1,1
BECN1,AMBRA1,1
RAB7A,FYCO1,1
TRAF2,IKBKB,1
TP53,FASLG,1
DAP3,CYCS,1
SUPT20H,ATG9A,1
EIF4G2,XIAP,1
RAB33B,ATG16L1,1
EIF4G2,BIRC2,1
BAK1,HTRA2,1
BAX,ENDOG,1
EIF4G2,APAF1,1
CASP2,GOLGA3,-1
CASP6,LMNA,1
BAK1,ENDOG,1
CISD2,BCL2,1
BID,BCL2L2,-1
BAD,BCL2L2,-1
BBC3,BCL2L2,-1
BBC3,BCL2L2,-1
BCL2L11,BCL2L2,-1
BCL2L11,BCL2,-1
BID,BCL2L1,-1
BCL2L11,BCL2L1,-1
BCL2,BAK1,-1
BCL2L11,BAK1,1
BCL2L1,BAK1,-1
TP53,BCL6,1
BCL6,TP53,-1
SP1,GDF15,1
TP53,RAD51,1
PIDD1,RIPK1,1
PIDD1,CRADD,1
CRADD,RIPK1,1
CRADD,CASP2,1
CASP2,TRAF2,1
TRAF2,RIPK1,1
TRADD,RIPK1,1
TP53,HIC1,1
TP53,HSP90AB1,-1
TP53,HSPA8,-1
TP53,LGALS3,1
TP53,LIF,1
TP53,MAD1L1,-1
TP53,RNF144B,1
TP53,IGFBP3,1
TP53,IRF5,1
TP53,KRT8,1
HMGB1,BECN1,-1
BECN1,HMGB1,1
CDK1,PIK3C3,-1
MCL1,BECN1,-1
CDK5,PIK3C3,-1
TNFAIP3,BECN1,-1
